Official name of position,internal disk name,internal naming per Disk,Module,flex cable,HubID,PC position phi,PC position Mirror,PC port,PC identifier,PC name,DCDC,DCDC J11/J12,DCDC channel,DCDC name,Filterboard DCS,Filterboard module power,POH board,POH Bundle,POH SN,DOH bundle,DOH QR,DOH A/B,CCU,channel,PP0 Adapter/FED,PP0 Ad.Slot/FED,PP0 Adapter/FEC,PP0 Ad.Slot/FEC,internal POH no,POH fiber color,FED channel,FED position,FED receiver,FED ID,FEC/FED crate,FEC ID,FEC position,mfec,mfecchannel,HV group,nominal HV
FPix_BmO_D1_BLD11_PNL2_RNG1,HC2-Disk1-Inner,1T,M-Q-4-23,4119W,15,1Ta,1TD,6,PR113,,PB-16,J12,4,,,CI-A 036,P88,22,SN133278/0001,15,30201210004615,A,0x7b,0x10,-z down right 3,1,-z down right 2,2,1,brown-4,31/32,7,b,1307,bottom,,10,1,1,1a1,
FPix_BmO_D1_BLD10_PNL2_RNG1,,2T,M-Q-4-16,4117W,14,1Ta,1TD,4,PR113,,PB-16,J12,4,,,CI-A 036,P88,21,SN133278/0002,15,30201210004615,A,0x7b,0x10,-z down right 3,2,-z down right 2,2,2,brown-4,7/8,7,t,1307,bottom,,10,1,1,1a1,
FPix_BmO_D1_BLD9_PNL2_RNG1,,3T,M-Q-1-09,4121W,13,1Ta,1TD,2,PR113,,PB-16,J12,4,,,CI-A 036,P88,20,SN133278/0003,15,30201210004615,A,0x7b,0x10,-z down right 3,3,-z down right 2,2,3,brown-4,31/32,6,b,1306,bottom,,10,1,1,1a1,
FPix_BmO_D1_BLD8_PNL2_RNG1,,4T,M-K-3-27,4118W,15,1Tb,1TC,6,PR149,,PB-4,J12,4,,,CI-A 027,FP26,18,SN133278/0005,15,30201210004615,B,0x7c,0x10,-z down right 4,1,-z down right 2,2,5,orange-2,27/28,5,b,1305,bottom,,10,1,2,1b1,
FPix_BmO_D1_BLD7_PNL2_RNG1,,5T,M-Q-7-35,4092,14,1Tb,1TC,2,PR149,,PB-4,J12,4,,,CI-A 027,FP26,16,SN133278/0007,15,30201210004615,B,0x7c,0x10,-z down right 4,3,-z down right 2,2,7,orange-2,27/28,4,b,1304,bottom,,10,1,2,1b1,
FPix_BmO_D1_BLD6_PNL2_RNG1,,6T,M-Q-3-15,4091,15,1Tc,1TB,6,PR126,,PB-21,J12,4,,,CI-A 035,P87,11,SN133278/0008,9,30201210004662,A,0x7e,0x10,-z up right 4,3,-z up right 2,2,8,brown-4,7/8,4,t,1304,bottom,,9,1,1,1c1,
FPix_BmO_D1_BLD5_PNL2_RNG1,,7T,M-Q-7-27,4102W,14,1Tc,1TB,4,PR126,,PB-21,J12,4,,,CI-A 035,P87,10,SN133278/0009,9,30201210004662,A,0x7e,0x10,-z up right 4,2,-z up right 2,2,9,brown-4,31/32,3,b,1303,bottom,,9,1,1,1c1,
FPix_BmO_D1_BLD4_PNL2_RNG1,,8T,M-Q-A-39,4093,13,1Tc,1TB,2,PR126,,PB-21,J12,4,,,CI-A 035,P87,5,SN133278/0010,9,30201210004662,A,0x7e,0x10,-z up right 4,1,-z up right 2,2,10,brown-4,7/8,3,t,1303,bottom,,9,1,1,1c1,
FPix_BmO_D1_BLD3_PNL2_RNG1,,9T,M-L-2-25,4101W,15,1Td,1TA,6,PR156,,PB-31,J12,4,,,CI-A 033,FP24,3,SN122498/0033,9,30201210004662,B,0x7d,0x10,-z up right 3,3,-z up right 2,2,12,orange-2,3/4,2,t,1302,bottom,,9,1,2,1d1,
FPix_BmO_D1_BLD2_PNL2_RNG1,,10T,M-Q-A-46,4094,14,1Td,1TA,4,PR156,,PB-31,J12,4,,,CI-A 033,FP24,2,SN122498/0049,9,30201210004662,B,0x7d,0x10,-z up right 3,2,-z up right 2,2,13,orange-2,27/28,1,b,1301,bottom,,9,1,2,1d1,
FPix_BmO_D1_BLD1_PNL2_RNG1,,11T,M-H-1-06,4086,13,1Td,1TA,2,PR156,,PB-31,J12,4,,,CI-A 033,FP24,1,SN122498/0055,9,30201210004662,B,0x7d,0x10,-z up right 3,1,-z up right 2,2,14,orange-2,3/4,1,t,1301,bottom,,9,1,2,1d1,
FPix_BmO_D1_BLD11_PNL1_RNG1,,1B,M-Q-A-40,4099W,12,1Ba,1BD,6,PR020,,PB-16,J11,2,,,CI-A 036,FP25,22,SN133278/0001,15,30201210004615,A,0x7b,0x10,-z down right 3,1,-z down right 2,2,1,green-3,29/30,7,b,1307,bottom,,10,1,1,1a1,
FPix_BmO_D1_BLD10_PNL1_RNG1,,2B,M-Q-A-43,4098W,11,1Ba,1BD,4,PR020,,PB-16,J11,2,,,CI-A 036,FP25,21,SN133278/0002,15,30201210004615,A,0x7b,0x10,-z down right 3,2,-z down right 2,2,2,green-3,5/6,7,t,1307,bottom,,10,1,1,1a1,
FPix_BmO_D1_BLD9_PNL1_RNG1,,3B,M-K-2-38,4098B,10,1Ba,1BD,2,PR020,,PB-16,J11,2,,,CI-A 036,FP25,20,SN133278/0003,15,30201210004615,A,0x7b,0x10,-z down right 3,3,-z down right 2,2,3,green-3,29/30,6,b,1306,bottom,,10,1,1,1a1,
FPix_BmO_D1_BLD8_PNL1_RNG1,,4B,M-Q-3-44,4097W,13,1Bb,1BC,6,PR049,,PB-4,J11,2,,,CI-A 027,PP6,18,SN133278/0005,15,30201210004615,B,0x7c,0x10,-z down right 4,1,-z down right 2,2,5,blue-1,25/26,5,b,1305,bottom,,10,1,2,1b1,
FPix_BmO_D1_BLD7_PNL1_RNG1,,5B,M-Q-1-33,4096W,12,1Bb,1BC,2,PR049,,PB-4,J11,2,,,CI-A 027,PP6,16,SN133278/0007,15,30201210004615,B,0x7c,0x10,-z down right 4,3,-z down right 2,2,7,blue-1,25/26,4,b,1304,bottom,,10,1,2,1b1,
FPix_BmO_D1_BLD6_PNL1_RNG1,,6B,M-Y-J-NK,4095W,12,1Bc,1BB,6,PR007,,PB-21,J11,2,,,CI-A 035,FP27,11,SN133278/0008,9,30201210004662,A,0x7e,0x10,-z up right 4,3,-z up right 2,2,8,green-3,5/6,4,t,1304,bottom,,9,1,1,1c1,
FPix_BmO_D1_BLD5_PNL1_RNG1,,7B,M-Q-1-24,4087,11,1Bc,1BB,4,PR007,,PB-21,J11,2,,,CI-A 035,FP27,10,SN133278/0009,9,30201210004662,A,0x7e,0x10,-z up right 4,2,-z up right 2,2,9,green-3,29/30,3,b,1303,bottom,,9,1,1,1c1,
FPix_BmO_D1_BLD4_PNL1_RNG1,,8B,M-F-1-22,4095B,10,1Bc,1BB,2,PR007,,PB-21,J11,2,,,CI-A 035,FP27,5,SN133278/0010,9,30201210004662,A,0x7e,0x10,-z up right 4,1,-z up right 2,2,10,green-3,5/6,3,t,1303,bottom,,9,1,1,1c1,
FPix_BmO_D1_BLD3_PNL1_RNG1,,9B,M-K-3-39,6148,12,1Bd,1BA,6,PR056,,PB-31,J11,2,,,CI-A 033,PP8,3,SN122498/0033,9,30201210004662,B,0x7d,0x10,-z up right 3,3,-z up right 2,2,12,blue-1,1/2,2,t,1302,bottom,,9,1,2,1d1,
FPix_BmO_D1_BLD2_PNL1_RNG1,,10B,M-Q-2-32,4088,11,1Bd,1BA,4,PR056,,PB-31,J11,2,,,CI-A 033,PP8,2,SN122498/0049,9,30201210004662,B,0x7d,0x10,-z up right 3,2,-z up right 2,2,13,blue-1,25/26,1,b,1301,bottom,,9,1,2,1d1,
FPix_BmO_D1_BLD1_PNL1_RNG1,,11B,M-Q-1-13,4089,10,1Bd,1BA,2,PR056,,PB-31,J11,2,,,CI-A 033,PP8,1,SN122498/0055,9,30201210004662,B,0x7d,0x10,-z up right 3,1,-z up right 2,2,14,blue-1,1/2,1,t,1301,bottom,,9,1,2,1d1,
FPix_BmO_D1_BLD17_PNL2_RNG2,HC2-Disk1-Outer,1T,M-Q-7-24,4128W,9,1Ta,1TD,7,PR113,,PB-16,J12,3,,,CI-A 036,P88,22,SN133278/0001,15,30201210004615,A,0x7b,0x10,-z down right 3,1,-z down right 2,2,1,orange-2,27/28,7,b,1307,bottom,,10,1,1,1a2,
FPix_BmO_D1_BLD16_PNL2_RNG2,,2T,M-Y-Q-NV,4122W,8,1Ta,1TD,5,PR113,,PB-16,J12,3,,,CI-A 036,P88,21,SN133278/0002,15,30201210004615,A,0x7b,0x10,-z down right 3,2,-z down right 2,2,2,orange-2,3/4,7,t,1307,bottom,,10,1,1,1a2,
FPix_BmO_D1_BLD15_PNL2_RNG2,,3T,M-Q-5-28,4014,7,1Ta,1TD,3,PR113,,PB-16,J12,3,,,CI-A 036,P88,20,SN133278/0003,15,30201210004615,A,0x7b,0x10,-z down right 3,3,-z down right 2,2,3,orange-2,27/28,6,b,1306,bottom,,10,1,1,1a2,
FPix_BmO_D1_BLD14_PNL2_RNG2,,4T,M-Q-A-25,4031W,6,1Ta,1TD,1,PR113,,PB-16,J12,3,,,CI-A 036,P88,19,SN133278/0004,15,30201210004615,A,0x7b,0x10,-z down right 3,4,-z down right 2,2,4,orange-2,3/4,6,t,1306,bottom,,10,1,1,1a2,
FPix_BmO_D1_BLD13_PNL2_RNG2,,5T,M-Q-7-41,4129W,11,1Tb,1TC,7,PR149,,PB-4,J12,3,,,CI-A 027,FP26,19,SN133278/0004,15,30201210004615,B,0x7c,0x10,-z down right 3,4,-z down right 2,2,4,brown-4,7/8,6,t,1306,bottom,,10,1,2,1b2,
FPix_BmO_D1_BLD12_PNL2_RNG2,,6T,M-I-4-44,4011,10,1Tb,1TC,5,PR149,,PB-4,J12,3,,,CI-A 027,FP26,18,SN133278/0005,15,30201210004615,B,0x7c,0x10,-z down right 4,1,-z down right 2,2,5,brown-4,31/32,5,b,1305,bottom,,10,1,2,1b2,
FPix_BmO_D1_BLD11_PNL2_RNG2,,7T,M-Q-A-30,4124W,9,1Tb,1TC,4,PR149,,PB-4,J12,4,,,CI-A 027,FP26,17,SN133278/0006,15,30201210004615,B,0x7c,0x10,-z down right 4,2,-z down right 2,2,6,orange-2,3/4,5,t,1305,bottom,,10,1,2,1b2,
FPix_BmO_D1_BLD10_PNL2_RNG2,,8T,M-Q-1-49,4015,8,1Tb,1TC,3,PR149,,PB-4,J12,3,,,CI-A 027,FP26,17,SN133278/0006,15,30201210004615,B,0x7c,0x10,-z down right 4,2,-z down right 2,2,6,brown-4,7/8,5,t,1305,bottom,,10,1,2,1b2,
FPix_BmO_D1_BLD9_PNL2_RNG2,,9T,M-Q-9-33,4020,7,1Tb,1TC,1,PR149,,PB-4,J12,3,,,CI-A 027,FP26,16,SN133278/0007,15,30201210004615,B,0x7c,0x10,-z down right 4,3,-z down right 2,2,7,brown-4,31/32,4,b,1304,bottom,,10,1,2,1b2,
FPix_BmO_D1_BLD8_PNL2_RNG2,,10T,M-Q-6-22,4012,9,1Tc,1TB,7,PR126,,PB-21,J12,3,,,CI-A 035,P87,11,SN133278/0008,9,30201210004662,A,0x7e,0x10,-z up right 4,3,-z up right 2,2,8,orange-2,3/4,4,t,1304,bottom,,9,1,1,1c2,
FPix_BmO_D1_BLD7_PNL2_RNG2,,11T,M-Q-7-44,4062,8,1Tc,1TB,5,PR126,,PB-21,J12,3,,,CI-A 035,P87,10,SN133278/0009,9,30201210004662,A,0x7e,0x10,-z up right 4,2,-z up right 2,2,9,orange-2,27/28,3,b,1303,bottom,,9,1,1,1c2,
FPix_BmO_D1_BLD6_PNL2_RNG2,,12T,M-O-1-04,4377,7,1Tc,1TB,3,PR126,,PB-21,J12,3,,,CI-A 035,P87,5,SN133278/0010,9,30201210004662,A,0x7e,0x10,-z up right 4,1,-z up right 2,2,10,orange-2,3/4,3,t,1303,bottom,,9,1,1,1c2,
FPix_BmO_D1_BLD5_PNL2_RNG2,,13T,M-Q-2-26,4123W,6,1Tc,1TB,1,PR126,,PB-21,J12,3,,,CI-A 035,P87,4,SN122498/0032,9,30201210004662,A,0x7e,0x10,-z up right 3,4,-z up right 2,2,11,orange-2,27/28,2,b,1302,bottom,,9,1,1,1c2,
FPix_BmO_D1_BLD4_PNL2_RNG2,,14T,M-B-7-22,4010,1,1Td,1TA,7,PR156,,PB-31,J12,3,,,CI-A 033,FP24,4,SN122498/0032,9,30201210004662,B,0x7d,0x10,-z up right 3,4,-z up right 2,2,11,brown-4,31/32,2,b,1302,bottom,,9,1,2,1d2,
FPix_BmO_D1_BLD3_PNL2_RNG2,,15T,M-Q-A-08,4110W,8,1Td,1TA,5,PR156,,PB-31,J12,3,,,CI-A 033,FP24,3,SN122498/0033,9,30201210004662,B,0x7d,0x10,-z up right 3,3,-z up right 2,2,12,brown-4,7/8,2,t,1302,bottom,,9,1,2,1d2,
FPix_BmO_D1_BLD2_PNL2_RNG2,,16T,M-Q-3-41,4021,7,1Td,1TA,3,PR156,,PB-31,J12,3,,,CI-A 033,FP24,2,SN122498/0049,9,30201210004662,B,0x7d,0x10,-z up right 3,2,-z up right 2,2,13,brown-4,31/32,1,b,1301,bottom,,9,1,2,1d2,
FPix_BmO_D1_BLD1_PNL2_RNG2,,17T,M-Q-3-09,4013,6,1Td,1TA,1,PR156,,PB-31,J12,3,,,CI-A 033,FP24,1,SN122498/0055,9,30201210004662,B,0x7d,0x10,-z up right 3,1,-z up right 2,2,14,brown-4,7/8,1,t,1301,bottom,,9,1,2,1d2,
FPix_BmO_D1_BLD17_PNL1_RNG2,,1B,M-Y-P-NW,4381,5,1Ba,1BD,7,PR020,,PB-16,J11,1,,,CI-A 036,FP25,22,SN133278/0001,15,30201210004615,A,0x7b,0x10,-z down right 3,1,-z down right 2,2,1,blue-1,25/26,7,b,1307,bottom,,10,1,1,1a2,
FPix_BmO_D1_BLD16_PNL1_RNG2,,2B,M-P-2-32,4373,4,1Ba,1BD,5,PR020,,PB-16,J11,1,,,CI-A 036,FP25,21,SN133278/0002,15,30201210004615,A,0x7b,0x10,-z down right 3,2,-z down right 2,2,2,blue-1,1/2,7,t,1307,bottom,,10,1,1,1a2,
FPix_BmO_D1_BLD15_PNL1_RNG2,,3B,M-Q-2-35,4109W,3,1Ba,1BD,3,PR020,,PB-16,J11,1,,,CI-A 036,FP25,20,SN133278/0003,15,30201210004615,A,0x7b,0x10,-z down right 3,3,-z down right 2,2,3,blue-1,25/26,6,b,1306,bottom,,10,1,1,1a2,
FPix_BmO_D1_BLD14_PNL1_RNG2,,4B,M-N-3-25,4017,2,1Ba,1BD,1,PR020,,PB-16,J11,1,,,CI-A 036,FP25,19,SN133278/0004,15,30201210004615,A,0x7b,0x10,-z down right 3,4,-z down right 2,2,4,blue-1,1/2,6,t,1306,bottom,,10,1,1,1a2,
FPix_BmO_D1_BLD13_PNL1_RNG2,,5B,M-Q-1-14,4114W,6,1Bb,1BC,7,PR049,,PB-4,J11,1,,,CI-A 027,PP6,19,SN133278/0004,15,30201210004615,B,0x7c,0x10,-z down right 3,4,-z down right 2,2,4,green-3,5/6,6,t,1306,bottom,,10,1,2,1b2,
FPix_BmO_D1_BLD12_PNL1_RNG2,,6B,M-K-1-17,4372,5,1Bb,1BC,5,PR049,,PB-4,J11,1,,,CI-A 027,PP6,18,SN133278/0005,15,30201210004615,B,0x7c,0x10,-z down right 4,1,-z down right 2,2,5,green-3,29/30,5,b,1305,bottom,,10,1,2,1b2,
FPix_BmO_D1_BLD11_PNL1_RNG2,,7B,M-Q-3-23,4383,4,1Bb,1BC,4,PR049,,PB-4,J11,2,,,CI-A 027,PP6,17,SN133278/0006,15,30201210004615,B,0x7c,0x10,-z down right 4,2,-z down right 2,2,6,blue-1,1/2,5,t,1305,bottom,,10,1,2,1b2,
FPix_BmO_D1_BLD10_PNL1_RNG2,,8B,M-Q-3-33,4374,3,1Bb,1BC,3,PR049,,PB-4,J11,1,,,CI-A 027,PP6,17,SN133278/0006,15,30201210004615,B,0x7c,0x10,-z down right 4,2,-z down right 2,2,6,green-3,5/6,5,t,1305,bottom,,10,1,2,1b2,
FPix_BmO_D1_BLD9_PNL1_RNG2,,9B,M-Q-6-50,4111W,2,1Bb,1BC,1,PR049,,PB-4,J11,1,,,CI-A 027,PP6,16,SN133278/0007,15,30201210004615,B,0x7c,0x10,-z down right 4,3,-z down right 2,2,7,green-3,29/30,4,b,1304,bottom,,10,1,2,1b2,
FPix_BmO_D1_BLD8_PNL1_RNG2,,10B,M-Q-9-23,4108W,5,1Bc,1BB,7,PR007,,PB-21,J11,1,,,CI-A 035,FP27,11,SN133278/0008,9,30201210004662,A,0x7e,0x10,-z up right 4,3,-z up right 2,2,8,blue-1,1/2,4,t,1304,bottom,,9,1,1,1c2,
FPix_BmO_D1_BLD7_PNL1_RNG2,,11B,M-Q-1-01,4376,4,1Bc,1BB,5,PR007,,PB-21,J11,1,,,CI-A 035,FP27,10,SN133278/0009,9,30201210004662,A,0x7e,0x10,-z up right 4,2,-z up right 2,2,9,blue-1,25/26,3,b,1303,bottom,,9,1,1,1c2,
FPix_BmO_D1_BLD6_PNL1_RNG2,,12B,M-Q-1-06,4106W,3,1Bc,1BB,3,PR007,,PB-21,J11,1,,,CI-A 035,FP27,5,SN133278/0010,9,30201210004662,A,0x7e,0x10,-z up right 4,1,-z up right 2,2,10,blue-1,1/2,3,t,1303,bottom,,9,1,1,1c2,
FPix_BmO_D1_BLD5_PNL1_RNG2,,13B,M-Y-H-NV,4375,2,1Bc,1BB,1,PR007,,PB-21,J11,1,,,CI-A 035,FP27,4,SN122498/0032,9,30201210004662,A,0x7e,0x10,-z up right 3,4,-z up right 2,2,11,blue-1,25/26,2,b,1302,bottom,,9,1,1,1c2,
FPix_BmO_D1_BLD4_PNL1_RNG2,,14B,M-Q-6-23,4116W,5,1Bd,1BA,7,PR056,,PB-31,J11,1,,,CI-A 033,PP8,4,SN122498/0032,9,30201210004662,B,0x7d,0x10,-z up right 3,4,-z up right 2,2,11,green-3,29/30,2,b,1302,bottom,,9,1,2,1d2,
FPix_BmO_D1_BLD3_PNL1_RNG2,,15B,M-Q-2-04,4107W,4,1Bd,1BA,5,PR056,,PB-31,J11,1,,,CI-A 033,PP8,3,SN122498/0033,9,30201210004662,B,0x7d,0x10,-z up right 3,3,-z up right 2,2,12,green-3,5/6,2,t,1302,bottom,,9,1,2,1d2,
